recipe_id,title,description,protein_grams,calories,carbs,fat,fiber,sugar,diet_tags,meal_type,site_name,site_domain,prep_time,prep_time_minutes,cook_time_minutes,total_time_minutes,difficulty,servings,canonical_url,image_url,intent_class
proteinpudding-co-matcha-chia-protein-pudding,Matcha Chia Protein Pudding,"A vibrant and earthy matcha chia pudding with 18g of protein offers a nutritious and energizing start to your day. Packed with plant-based protein and healthy omega-3 fats from chia seeds, this pudding provides a balanced macro profile that supports muscle recovery and sustained energy. The cream...",18,220,18,10,9,3,matcha;chia;high-protein;vegan;Chia Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/matcha-chia-protein-pudding.html,https://proteinpudding.co/recipe_images/matcha-chia-protein-pudding.jpg,vegan
proteinpudding-co-cookies-and-cream-protein-pudding,Cookies and Cream Protein Pudding,"This cookies and cream protein pudding delivers an indulgent treat with a impressive 26 grams of muscle-repairing protein per serving, making it an ideal choice for post-workout recovery or a satisfying midday snack. Its rich, creamy texture melts in your mouth, with bits of crushed cookies addin...",26,230,18,6,2,8,cookies and cream;high-protein;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/cookies-and-cream-protein-pudding.html,https://proteinpudding.co/recipe_images/cookies-and-cream-protein-pudding.jpg,quick-snack
proteinpudding-co-blueberry-parfait-protein-pudding,Blueberry Parfait Protein Pudding,"This delightful blueberry parfait features layers of velvety protein pudding paired with burst-in-your-mouth juicy blueberries, creating a satisfying treat that balances indulgence with nutrition. Packed with 20 grams of high-quality protein per serving, this parfait is perfect for supporting mus...",20,200,20,5,4,12,blueberry;parfait;high-protein;Parfait,desserts,ProteinPudding,proteinpudding.co,PT15M,15,0,15,Easy,2 parfaits,https://proteinpudding.co/blueberry-parfait-protein-pudding.html,https://proteinpudding.co/recipe_images/blueberry-parfait-protein-pudding.jpg,quick-snack
proteinpudding-co-chocolate-avocado-protein-mousse,Chocolate Avocado Protein Mousse,"A surprisingly rich and creamy chocolate mousse made with avocado and 18g of protein. A healthy and decadent treat that effortlessly combines indulgence with nutrition, making it perfect for satisfying sweet cravings without guilt. Packed with wholesome fats from avocado and a generous protein bo...",18,280,20,18,10,5,chocolate;avocado;high-protein;vegan;Mousse,desserts,ProteinPudding,proteinpudding.co,PT10M,10,0,10,Easy,2 servings,https://proteinpudding.co/chocolate-avocado-protein-mousse.html,https://proteinpudding.co/recipe_images/chocolate-avocado-protein-mousse.jpg,vegan
proteinpudding-co-quick-vanilla-protein-pudding,Quick Vanilla Protein Pudding,"This simple and quick vanilla protein pudding packs a powerful punch with 25 grams of muscle-repairing protein per serving, making it an ideal choice for post-workout recovery or a satisfying snack to fuel your day. Its silky-smooth texture melts in your mouth, with a rich vanilla flavor that’s b...",25,180,12,4,1,7,vanilla;quick;high-protein;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/quick-vanilla-protein-pudding.html,https://proteinpudding.co/recipe_images/quick-vanilla-protein-pudding.jpg,quick-snack
proteinpudding-co-mango-chia-protein-pudding,Mango Chia Protein Pudding,"A tropical and refreshing mango chia pudding with 16g of protein. A taste of summer in a jar. This vibrant treat not only satisfies your sweet tooth but also delivers a powerful punch of nutrients—packed with plant-based protein, healthy omega-3 fats from the chia seeds, and a boost of fiber that...",16,240,25,10,8,15,mango;chia;high-protein;vegan;Chia Pudding,desserts,ProteinPudding,proteinpudding.co,PT10M,10,0,10,Easy,2 servings,https://proteinpudding.co/mango-chia-protein-pudding.html,https://proteinpudding.co/recipe_images/mango-chia-protein-pudding.jpg,vegan
proteinpudding-co-caramel-protein-pudding,Caramel Protein Pudding,"This sweet and creamy caramel protein pudding delivers an indulgent dessert experience with the added benefit of 24 grams of muscle-repairing protein per serving, making it a perfect choice for post-workout recovery or a satisfying mid-day treat. Its velvety texture melts in your mouth, complemen...",24,220,16,6,1,9,caramel;high-protein;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/caramel-protein-pudding.html,https://proteinpudding.co/recipe_images/caramel-protein-pudding.jpg,quick-snack
proteinpudding-co-raspberry-chia-protein-pudding,Raspberry Chia Protein Pudding,"This vibrant and delicious raspberry chia pudding packs a satisfying 17 grams of plant-based protein per serving, making it an ideal choice for fueling your day or recovering after a tough workout. With its creamy texture contrasted by bursts of juicy raspberries, each spoonful offers a delightfu...",17,230,22,10,10,8,raspberry;chia;high-protein;vegan;Chia Pudding,desserts,ProteinPudding,proteinpudding.co,PT10M,10,0,10,Easy,2 servings,https://proteinpudding.co/raspberry-chia-protein-pudding.html,https://proteinpudding.co/recipe_images/raspberry-chia-protein-pudding.jpg,vegan
proteinpudding-co-banana-cream-protein-pudding,Banana Cream Protein Pudding,"This creamy and satisfying banana cream protein pudding packs an impressive 22 grams of muscle-building protein per serving, making it an ideal choice for post-workout recovery or a nutritious snack to fuel your day. Its smooth, velvety texture melts in your mouth, with the natural sweetness of r...",22,210,20,5,3,12,banana;high-protein;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/banana-cream-protein-pudding.html,https://proteinpudding.co/recipe_images/banana-cream-protein-pudding.jpg,quick-snack
proteinpudding-co-coffee-protein-mousse,Coffee Protein Mousse,"This rich and energizing coffee protein mousse packs a satisfying 23 grams of muscle-repairing protein per serving, making it an ideal choice for post-workout recovery or a nutritious midday treat. With its creamy, velvety texture and bold coffee flavor, each spoonful offers a delightful balance ...",23,190,10,7,1,5,coffee;high-protein;Mousse,desserts,ProteinPudding,proteinpudding.co,PT10M,10,0,10,Easy,2 servings,https://proteinpudding.co/coffee-protein-mousse.html,https://proteinpudding.co/recipe_images/coffee-protein-mousse.jpg,quick-snack
proteinpudding-co-peach-parfait-protein-pudding,Peach Parfait Protein Pudding,"This summery peach parfait with layers of creamy protein pudding and juicy, ripe peaches offers a delightful balance of flavor and nourishment, packing in 19 grams of protein per serving to fuel your day. The smooth, velvety pudding provides a satisfying richness that perfectly complements the na...",19,200,22,4,3,15,peach;parfait;high-protein;Parfait,desserts,ProteinPudding,proteinpudding.co,PT15M,15,0,15,Easy,2 parfaits,https://proteinpudding.co/peach-parfait-protein-pudding.html,https://proteinpudding.co/recipe_images/peach-parfait-protein-pudding.jpg,quick-snack
proteinpudding-co-mint-chocolate-protein-pudding,Mint Chocolate Protein Pudding,"This refreshing and decadent mint chocolate protein pudding packs an impressive 25 grams of muscle-repairing protein per serving, making it an ideal treat after a tough workout or as a satisfying snack to fuel your day. With its rich, velvety texture and a burst of cool mint flavor complemented b...",25,210,15,6,3,6,mint;chocolate;high-protein;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/mint-chocolate-protein-pudding.html,https://proteinpudding.co/recipe_images/mint-chocolate-protein-pudding.jpg,quick-snack
proteinpudding-co-coconut-cream-protein-pudding,Coconut Cream Protein Pudding,"This tropical and creamy coconut cream protein pudding delivers a satisfying 20 grams of high-quality plant-based protein per serving, making it an excellent choice for post-workout recovery or a nutritious snack to keep you energized throughout the day. Rich and velvety, the pudding boasts a lus...",20,250,15,15,5,5,coconut;high-protein;vegan;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/coconut-cream-protein-pudding.html,https://proteinpudding.co/recipe_images/coconut-cream-protein-pudding.jpg,vegan
proteinpudding-co-pumpkin-spice-protein-pudding,Pumpkin Spice Protein Pudding,"This festive and flavorful pumpkin spice protein pudding packs an impressive 22 grams of protein per serving, making it an ideal choice for supporting muscle recovery and keeping you energized throughout the day. With its creamy, velvety texture and warm, aromatic notes of cinnamon, nutmeg, and c...",22,200,18,5,4,8,pumpkin;spice;high-protein;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/pumpkin-spice-protein-pudding.html,https://proteinpudding.co/recipe_images/pumpkin-spice-protein-pudding.jpg,quick-snack
proteinpudding-co-double-chocolate-protein-mousse,Double Chocolate Protein Mousse,"An intensely rich and chocolatey mousse with 26g of protein, this indulgent treat is a chocolate lover's dream come true. Packed with high-quality protein, it provides a satisfying boost to your muscles while satisfying your sweet tooth, making it an ideal post-workout reward or a nutritious dess...",26,250,18,10,5,6,chocolate;high-protein;Mousse,desserts,ProteinPudding,proteinpudding.co,PT10M,10,0,10,Easy,2 servings,https://proteinpudding.co/double-chocolate-protein-mousse.html,https://proteinpudding.co/recipe_images/double-chocolate-protein-mousse.jpg,quick-snack
proteinpudding-co-mixed-berry-chia-protein-pudding,Mixed Berry Chia Protein Pudding,"This colorful and antioxidant-rich mixed berry chia pudding boasts an impressive 18g of plant-based protein per serving, making it an ideal choice for fueling your active lifestyle. The creamy, velvety texture is perfectly complemented by bursts of juicy berries, offering a delightful balance of ...",18,240,24,10,11,10,berry;chia;high-protein;vegan;Chia Pudding,desserts,ProteinPudding,proteinpudding.co,PT10M,10,0,10,Easy,2 servings,https://proteinpudding.co/mixed-berry-chia-protein-pudding.html,https://proteinpudding.co/recipe_images/mixed-berry-chia-protein-pudding.jpg,vegan
proteinpudding-co-key-lime-protein-pudding,Key Lime Protein Pudding,"A tangy and refreshing key lime protein pudding with 23g of protein. A taste of the tropics in every bite. This creamy treat not only satisfies your sweet tooth but also provides a powerful protein boost to support muscle recovery and keep you energized throughout the day. Its smooth, velvety tex...",23,200,15,6,1,8,key lime;high-protein;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/key-lime-protein-pudding.html,https://proteinpudding.co/recipe_images/key-lime-protein-pudding.jpg,quick-snack
proteinpudding-co-chocolate-hazelnut-protein-pudding,Chocolate Hazelnut Protein Pudding,"This rich and nutty chocolate hazelnut protein pudding delivers an impressive 27 grams of muscle-repairing protein per serving, making it an ideal choice for post-workout recovery or a satisfying midday treat. The velvety texture melts in your mouth, with the luscious chocolate flavor perfectly b...",27,260,16,12,4,7,chocolate;hazelnut;high-protein;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/chocolate-hazelnut-protein-pudding.html,https://proteinpudding.co/recipe_images/chocolate-hazelnut-protein-pudding.jpg,quick-snack
proteinpudding-co-black-forest-parfait-protein-pudding,Black Forest Parfait Protein Pudding,"A decadent black forest parfait with layers of rich chocolate protein pudding, juicy cherries, and fluffy whipped cream, delivering an indulgent treat with a generous 22 grams of muscle-building protein per serving. This dessert not only satisfies your sweet tooth but also provides a balanced mix...",22,240,25,7,4,15,chocolate;cherry;parfait;high-protein;Parfait,desserts,ProteinPudding,proteinpudding.co,PT15M,15,0,15,Easy,2 parfaits,https://proteinpudding.co/black-forest-parfait-protein-pudding.html,https://proteinpudding.co/recipe_images/black-forest-parfait-protein-pudding.jpg,quick-snack
proteinpudding-co-gluten-free-chocolate-chia-protein-pudding,Gluten-Free Chocolate Chia Protein Pudding,"A naturally gluten-free pudding made with chia seeds and chocolate protein. Creamy, chocolatey, and packed with omega-3s and protein! With approximately 20 grams of protein per serving and just 220 calories, this indulgent treat is perfect for fueling your day or aiding muscle recovery after a to...",20,220,18,10,8,6,gluten-free;chia;chocolate;omega-3;Chia Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,245,Easy,2 servings,https://proteinpudding.co/gluten-free-chocolate-chia-protein-pudding.html,https://proteinpudding.co/recipe_images/gluten-free-chocolate-chia-protein-pudding.jpg,gluten-free
proteinpudding-co-dairy-free-vanilla-coconut-protein-pudding,Dairy-Free Vanilla Coconut Protein Pudding,"A silky smooth dairy-free pudding made with coconut milk and vanilla protein. Rich, creamy, and completely plant-based, this indulgent treat delivers 18 grams of protein per serving, making it an excellent choice for supporting muscle recovery and satisfying your sweet tooth without compromising ...",18,195,15,10,2,8,dairy-free;vanilla;coconut;vegan;Classic Pudding,desserts,ProteinPudding,proteinpudding.co,PT10M,10,10,130,Easy,4 servings,https://proteinpudding.co/dairy-free-vanilla-coconut-protein-pudding.html,https://proteinpudding.co/recipe_images/dairy-free-vanilla-coconut-protein-pudding.jpg,vegan
proteinpudding-co-gluten-free-chocolate-chia-protein-pudding,Gluten-Free Chocolate Chia Protein Pudding,"A naturally gluten-free pudding made with chia seeds and chocolate protein. Creamy, chocolatey, and packed with omega-3s and protein! With approximately 20 grams of protein per serving and just 220 calories, this indulgent treat is perfect for fueling your day or aiding muscle recovery after a to...",20,220,18,10,8,6,gluten-free;chia;chocolate;omega-3;Chia Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,245,Easy,2 servings,https://proteinpudding.co/gluten-free-chocolate-chia-protein-pudding.html,https://proteinpudding.co/recipe_images/gluten-free-chocolate-chia-protein-pudding.jpg,gluten-free
